c_01	c_1	c_2	n_1	n_2	c_3	c_4	c_5	n_3	c_6	t_1	n_4	n_5	n_6	n_7	n_8	n_9	n_10	n_11	n_12	n_13	n_14	n_15	n_16	n_17	n_18	n_19	n_20	n_21	n_22	c_7	n_23	n_24	n_25	n_26	n_27
15105988739261515525	34453685010072459	8410501586956965497	175.84	53.1702	7956306945921279260	NaN	8494060603423735195	1	6843963171864976598	1463885052184	1	1	1	1	1	1	1	1	1	1	1	1	7259.5	10169.5	15107.5	32534.5	769	1	1	6843963171864976598	1	1	1	1	1
16285423725032386833	14771401151246747869	8286680241381910257	183.099	48.0628	7728751497385427149	18251273382617590893	9203211364990347262	35.5	6843963171864976598	1459606325217	1	47.5	83.5	95.5	1	32353	1	26.5	31	1	1	965.5	26.5	196	5186.5	6371.5	91	1	1	6843963171864976598	1	1	1	2.5	1
13548342428662937956	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
4900542931493459919	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
10880752103510901627	14771401151246747869	1216994741178823725	14.8558	69.3261	723590410134979674	NaN	5656685945142785391	1	14771401151246747869	1469703167347	1	3412	178	569.5	1	6397	1	1	5.5	1	1	1	1	1	1	1	677.5	1	1	6843963171864976598	1	1	1	23.5	1
15561488113499605282	14771401151246747869	11740872891748772811	161.396	42.5315	18333545852832717167	NaN	16244310678531341320	1	6843963171864976598	1485505687240	1	140.5	13	85	1	535	1	34	374.5	1	1	43304.5	19723	16528	39307	118860	1189	1	1	6843963171864976598	1	1	1	212.5	1
14295041786072834031	14771401151246747869	7265916326799606203	173.043	58.4084	1903660851557760738	NaN	5656685945142785391	1	6843963171864976598	1487585957313	1	1	1	1	1	50.5	1	1	25	1	1	5006.5	1	1	9755.5	14761	515.5	1	1	6843963171864976598	1	1	1	35.5	1
12242054625912875801	34453685010072459	10211136965740185639	171.509	35.4155	7555030694101606672	3542947390457618420	5656685945142785391	38.5	6843963171864976598	1459034415415	1	28	1583.5	4	1	488.5	13	106	10	1	1	1	26.5	97	497.5	619	23.5	1	1	6843963171864976598	1	1	1	19	151
18064211391195051703	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
1125317749928106803	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
9964946572690362533	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
9928309442324045692	34453685010072459	7265916326799606203	181.284	44.9508	18166872210092895898	15340488303823192798	5656685945142785391	32.5	14771401151246747869	1458117027239	1	5.5	250	11.5	44.5	64	1	1	1	1	1	1	1	203.5	1	203.5	65.5	1	1	6843963171864976598	1	1	1	1	49
12990454309384779812	34453685010072459	12574667121135963298	231.057	-40.9638	8433864266106629447	NaN	5656685945142785391	1	6843963171864976598	1489298095272	1	1	1	1	1	8.5	4	4	1	1	1	1	1	679	1	679	25	1	1	6843963171864976598	1	1	1	1	1
7960221401986614869	14771401151246747869	4327320840796792320	171.6	53.2651	3164121748884072765	5934422841821369788	5656685945142785391	1	6843963171864976598	1459393664271	1	49	28	11.5	1	383.5	1	95.5	14.5	1	1	2684.5	5597.5	809.5	1861	10949.5	596.5	1	1	6843963171864976598	1	1	1	1	1
7879505942587781146	14771401151246747869	7265916326799606203	157.034	46.4671	13301720600350218719	NaN	5656685945142785391	1	14771401151246747869	1459260210457	1	1	106	176.5	1	29479	1	1	1	1	1	1	1	7	4796.5	4802.5	38.5	1	1	6843963171864976598	1	1	1	1	14.5
586898497621294161	14771401151246747869	10211136965740185639	161.014	52.5643	7107617527978870496	14806166345540304941	5656685945142785391	35.5	6843963171864976598	1461580563432	1	1	1154.5	10	56.5	58652.5	1	7	299.5	1	1	22291	11206	49411	81367	164272	1262.5	1	1	6843963171864976598	1	1	1	340	151
10355839425325033774	14771401151246747869	11050615065465248202	162.09	37.7775	14756909008176594182	2073050275507349483	10310062057855303007	34	15026583530804077823	1462613663155	1	35.5	89.5	341.5	32.5	3116.5	1	1	5.5	1	1	27544	1352.5	6148	3808	38849.5	2233	1	1	6843963171864976598	1	1	1	1	25
10208736536936581092	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
11043655269779497788	14771401151246747869	4327320840796792320	172.236	34.5071	7495849461286170116	16279276689593385942	7661877763131105296	1	15026583530804077823	1480721702322	1	9178	25	73	1	36283	1	19	1051	1	1	36677.5	95636.5	68293	201406	402010	1067.5	1	1	6843963171864976598	1	1	10	4396	1
10715232048955774285	14771401151246747869	3659863142344469883	161.108	40.8696	12012497998227712295	13941580923878329612	5656685945142785391	40	17355196261135708126	1457567575317	1	1	406	1082.5	154	41816.5	1	1	1	1	1	1	1	176.5	4	179.5	14.5	1	1	6843963171864976598	1	1	1	1	97
15377594080240886388	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
3666877834270564745	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
9327300568424817735	14771401151246747869	17285110106441746455	178.018	37.9077	17188042325796387627	NaN	7941305549320701127	1	6843963171864976598	1488214332229	1	1	1	2.5	1	8.5	1	1	1	1	1	389.5	1	1	1	389.5	38.5	1	1	6843963171864976598	1	1	1	1	1
6665888464542801816	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
5166991106257749133	14771401151246747869	13901004155893269414	175.215	35.972	5810170163192060640	NaN	16244310678531341320	1	6843963171864976598	1478955284436	1	1	1	8.5	1	1538.5	1	22	127	1	1	55	1919.5	2185	4118.5	8275	208	1	1	6843963171864976598	1	1	1	56.5	1
16515587935221834650	34453685010072459	3875281194045982152	182.098	47.9042	12855404259964902474	1016692821735992243	5656685945142785391	1	6843963171864976598	1483381766351	1	46	2.5	4	1	26.5	1	1	1	1	1	2534.5	1	181	6334	9047.5	82	1	1	6843963171864976598	1	1	1	5.5	1
2760553647567779651	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
16002782833372240920	14771401151246747869	17089004857331286805	172.157	34.9732	15327303923343906653	13871198517152104089	8494060603423735195	1	6843963171864976598	1488708738180	1	17.5	7	97	1	1342	1	112	1703.5	1	1	11242	16990	37706.5	129516	195451	1517.5	1	1	6843963171864976598	1	1	1	773.5	1
6923415297946435382	14771401151246747869	7638001807695707609	184.037	57.262	4128629576873575394	NaN	5656685945142785391	32.5	14771401151246747869	1445858044170	1	454	122.5	167.5	1	1361.5	1	557.5	1	1	1	286	3463	365.5	8290	12401.5	376	1	1	6843963171864976598	1	1	1	1	1
3934041317664023391	14771401151246747869	2085918842882812174	1	1	7431924554772899137	12972213366039068938	16256945696872958129	34	34453685010072459	1471934489150	1	1	185.5	1780	2.5	1342	1	55	73	1	1	6932.5	1	3970	21032.5	31933	805	1	1	6843963171864976598	1	1	1	1	2.5
11985754382570461576	14771401151246747869	8505524347519211836	169.733	57.7138	15265148417055594755	4991005986475309810	8080533469335952745	34	6843963171864976598	1428592474313	1	1	31	38.5	94	1	13	304	1	1	1	209.5	34	62.5	68.5	371.5	29.5	1	1	6843963171864976598	1	1	1	1	1
12754434835900191105	34453685010072459	15422823039875046051	184.741	61.9361	16476336554818313668	NaN	8494060603423735195	26.5	6843963171864976598	1453517972232	1	10	214	20.5	1	50.5	7	347.5	4	1	1	1	1	1	140.5	140.5	4	1	1	6843963171864976598	1	1	1	1	1
9312147170004294242	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
908045748157276716	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
4164371283109030382	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
16436248368456567074	14771401151246747869	8201911506017907013	181.737	48.0378	12855404259964902474	9797440390896746697	5656685945142785391	31	15744588034618892817	1462177477256	1	32.5	131.5	196	31	493	2.5	31	431.5	1	1	19	1394.5	4385.5	2896	8692	220	1	1	6843963171864976598	1	1	1	41.5	10
11490655505898110508	14771401151246747869	11755298922377696740	165.626	43.4522	8200407472750714707	7664607644967491985	8494060603423735195	34	6843963171864976598	1455623278273	1	44.5	79	1	1	4972	2.5	1	884.5	1	1	2138.5	2458	21821.5	134214	160628	1619.5	1	1	6843963171864976598	1	1	1	110.5	1
3436701912962387421	14771401151246747869	11740872891748772811	176.781	52.2919	7956306945921279260	10535954191384696709	5656685945142785391	44.5	14919582067413543358	1455978606165	1	1	1265.5	199	97	860845	7	65.5	2252.5	1	1	45553	89144.5	82753	209164	426612	3079	1	1	6843963171864976598	1	1	1	1690	151
7610535177300415732	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
5173226524937134049	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
7549829680493838173	34453685010072459	4327320840796792320	169.689	52.2222	9831029686526433193	NaN	5656685945142785391	1	14771401151246747869	1480491776300	1	1	70	7	56.5	1	1	2.5	1	1	1	1	1	1	1	1	20.5	1	1	6843963171864976598	1	1	1	1	26.5
15500855945591852770	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
7914720495652539735	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
12037782353461561763	14771401151246747869	9969241723639760075	172.401	35.1134	15327303923343906653	NaN	14754875642950410490	1	15026583530804077823	1467281342386	1	1637.5	250	2650	31	3068.5	1	2.5	61	1	1	69467.5	14807.5	27889	122618	234780	5059	1	1	6843963171864976598	1	1	1	25	4
3835963694366551184	34453685010072459	7638001807695707609	179.528	51.4173	17621835085789482009	NaN	8146055994240252581	1	6843963171864976598	1484828980293	1	1	11.5	7	1	8.5	1	1	1	1	1	1	1	1	157	157	16	1	1	6843963171864976598	1	1	1	1	1
13405776438342784770	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
4982846204316507795	14771401151246747869	7265916326799606203	180.891	56.8227	12093290839936971212	6473426500729982323	7941305549320701127	37	15026583530804077823	1452780122168	1	1	187	16	34	58685.5	1	4	2.5	1	1	293.5	1	3746.5	3299.5	7337.5	49	1	1	6843963171864976598	1	1	1	20.5	14.5
3724838437476162731	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
14426362543237614270	34453685010072459	8286680241381910257	180.189	50.1907	12387699111785686449	NaN	9203211364990347262	1	6843963171864976598	1442501005428	1	1	451	1	94	19396	8.5	20.5	109	1	1	17701	346	2584	16372	37000	496	1	1	6843963171864976598	1	1	1	41.5	70
13203165624863422504	14771401151246747869	7538582123614199359	4.52568	74.3329	10490718817279797279	NaN	5687658903211790467	1	6843963171864976598	1486249454324	1	1	2.5	8.5	1	8.5	1	1	4	1	1	3497.5	20285.5	1705	2936.5	28421.5	1070.5	1	1	6843963171864976598	1	1	1	1	1
15188281234600278283	14771401151246747869	7638001807695707609	180.773	43.6412	14021228079386584754	16119803469733431741	8080533469335952745	37	6843963171864976598	1459599984254	1	7	22	91	1	92.5	1	1	1	1	1	4	1	1	1	4	2.5	1	1	6843963171864976598	1	1	1	1	1
1267042210911773523	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
338737541405671963	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
1368206952955435150	14771401151246747869	4327320840796792320	1	1	15327303923343906653	NaN	5656685945142785391	1	6843963171864976598	1458644299155	1	7	62.5	1	14.5	134599	1	205	139	1	1	17147.5	1408	15592	57067	91211.5	881.5	1	1	6843963171864976598	1	1	1	1	2.5
6994463541355459569	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
8935061784005172606	14771401151246747869	10211136965740185639	182.873	47.7126	7728751497385427149	NaN	8494060603423735195	1	6843963171864976598	1462711656181	1	1	11.5	7	1	1	1	37	20.5	1	1	45392.5	6064	185.5	71378.5	123018	4790.5	1	1	6843963171864976598	1	1	1	1	1
17542272430434585560	14771401151246747869	5712530781800467921	183.648	47.7201	7728751497385427149	6486231215547827399	8146055994240252581	37	6843963171864976598	1444323848395	1	953.5	22	61	1	1588	1	17.5	1	1	1	709	692.5	758.5	3472	5629	275.5	1	1	6843963171864976598	1	1	1	1	1
16049622100076919560	14771401151246747869	17089004857331286805	171.034	35.9896	16870020786991271308	11648428182317301832	5083169309446148209	55	14771401151246747869	1473479908370	1	136	73	62.5	19	3661	1	1	1	1	1	1	1	1	2813.5	2813.5	139	1	1	6843963171864976598	1	1	1	1	4
9780777904849462751	14771401151246747869	4327320840796792320	156.47	46.7323	13301720600350218719	11702031623706669780	3027499780234405913	29.5	12472614627876446882	1472216644284	1	52	208	29.5	47.5	15559	1	13	382	1	1	18149.5	17372.5	9155.5	184616	229291	6017.5	1	1	6843963171864976598	1	1	1	235	25
5351024216311380335	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
12522394596771469329	34453685010072459	5083125899236780034	178.217	37.7556	17188042325796387627	18287832618552294197	8146055994240252581	1	6843963171864976598	1488378039322	1	104.5	19	4	248.5	8.5	1	1	1	1	1	9229	1	1	5887	15115	254.5	1	1	6843963171864976598	1	1	1	1	7
10486059109352033159	14771401151246747869	3659863142344469883	176.69	50.0112	17276576774814478585	12626219658751117533	5656685945142785391	32.5	6843963171864976598	1476852216330	1	1	41.5	215.5	1	8.5	1	17.5	5.5	1	1	11.5	1	38.5	355	403	14.5	1	1	6843963171864976598	1	1	1	1	1
14164219797932770701	14771401151246747869	4660484954393955857	171.573	39.3884	14068915344267837629	NaN	3027499780234405913	1	6843963171864976598	1489820615456	1	1	1	1	1	1	1	1	22	1	1	1	1	649	1466.5	2114.5	136	1	1	6843963171864976598	1	1	1	2.5	1
13135025689676257147	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
8249361748209162432	14771401151246747869	4977756252306846378	171.601	35.1713	7555030694101606672	NaN	16256945696872958129	1	6843963171864976598	1478848146468	1	1	7	26.5	1	1	1	1	1	1	1	1	4	1	1	4	5.5	1	1	6843963171864976598	1	1	1	1	1
3143332700858839180	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
15899844795614765306	34453685010072459	13775701858611514893	185.811	69.486	5779372271944286264	15747580427959029497	9203211364990347262	1	6843963171864976598	1470361076273	1	1	40	47.5	10	4702	5.5	548.5	4805.5	1	1	40691.5	29317	64828	176156	310990	1325.5	1	1	6843963171864976598	1	1	1	2038	4
6115927176888861879	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
12560068231257499917	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
17413221387740254085	14771401151246747869	15123813510401005367	190.128	68.7819	4480745499767064792	35449646366330138	9203211364990347262	44.5	6843963171864976598	1484031317300	1	508	10	13	1	19	1	2.5	76	1	1	626.5	18224.5	46406.5	29302	94556.5	1100.5	1	1	6843963171864976598	1	1	1	4	1
14192065927977519939	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
16350615676057934555	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
17334937224045473151	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
12825721904421660929	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
16692231075972914855	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
4934555966248085390	14771401151246747869	4327320840796792320	176.964	48.8486	6353108568278590683	345555973046907024	8146055994240252581	31	6843963171864976598	1452788422300	1	1	283	22	77.5	8602	1	1	1	1	1	316	25	1051	2525.5	3914.5	65.5	1	1	6843963171864976598	1	1	1	1	56.5
424284872870426017	14771401151246747869	7638001807695707609	181.271	46.3718	7821691606952319426	2037390466755551494	5656685945142785391	58	6843963171864976598	1456020125278	1	1	2.5	5.5	1	1	1	1	1	1	1	305.5	1	1	1	305.5	28	1	1	6843963171864976598	1	1	1	1	1
624556810715807718	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
14631533361347883675	14771401151246747869	4508042809385370800	167.796	42.2034	9675367670979096493	NaN	1794435100279731638	1	6843963171864976598	1487876421217	1	1	2.5	16	1	8.5	1	4	1	1	1	2899	2234.5	403	1864	7397.5	133	1	1	6843963171864976598	1	1	1	1	1
7823789198953477554	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
8999761093436878156	14771401151246747869	4327320840796792320	1	1	17285744326937793943	16874085304234683492	5656685945142785391	37	14771401151246747869	1483511545246	1	20.5	9242.5	203.5	10354	20134	1	452.5	344.5	1	1	34661.5	868	28340.5	49835.5	113702	271	1	1	6843963171864976598	1	1	1	3236.5	151
13303612071408060880	14771401151246747869	7265916326799606203	1	1	12855404259964902474	NaN	5656685945142785391	1	6843963171864976598	1488989159140	1	1	1	1	1	8.5	1	1	1	1	1	107.5	1	1	1	107.5	17.5	1	1	6843963171864976598	1	1	1	1	1
12963099579383610798	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
1839667569449433994	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
8567199044771633377	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
12148738611448589761	14771401151246747869	11755298922377696740	164.363	52.3352	4994850094228056084	10313988003225928381	8494060603423735195	1	6843963171864976598	1480531960476	1	1	53.5	62.5	1	1	7	20.5	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
13607996154979730207	34453685010072459	7450735245033720970	174.662	56.4824	1935582376639911659	NaN	16256945696872958129	1	6843963171864976598	1485777170105	1	5.5	67	76	49	287.5	1	59.5	287.5	1	1	1784.5	292638	206054	205964	706438	3427	1	1	6843963171864976598	1	1	1	163	8.5
13783391418674054914	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
5577452873765728797	14771401151246747869	5983057599245695374	132.209	66.7809	7431924554772899137	NaN	5656685945142785391	1	6843963171864976598	1473781737369	1	19	5.5	7	1	445	1	2.5	400	1	1	5153.5	12400	39661	42820	100032	1849	1	1	6843963171864976598	1	1	1	175	1
17502685868310847082	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
18031071815276864777	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
10184534078539047309	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
5771786328709535396	14771401151246747869	820644865532845855	172.221	34.9102	15327303923343906653	NaN	8146055994240252581	1	6843963171864976598	1481871311300	1	1	1	1	1	1	1	1	1	1	1	1	1	25	140.5	164.5	5.5	1	1	6843963171864976598	1	1	1	1	1
18171129971662144709	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
9111143936680773633	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
8881896233237007647	14771401151246747869	10983941772841200819	175.459	60.9642	6220772307398391706	8142436086675740772	8146055994240252581	167.5	6843963171864976598	1450689768416	1	1	13	20.5	1	1	17.5	59.5	1	1	1	85	1	46	1069	1198	28	1	1	6843963171864976598	1	1	1	1	1
12479791716881542640	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
4431635613975368331	14771401151246747869	11755298922377696740	179.766	56.0782	18124316522908287676	18213252083281145316	18039304162397308428	32.5	15026583530804077823	1486094377313	1	16	37	82	1	536.5	4	245.5	469	1	1	730	10264	18832	20198.5	50021.5	920.5	1	1	6843963171864976598	1	1	1	193	1
11172505871112445222	34453685010072459	17089004857331286805	164.449	34.5304	1963958647551070853	2473457835650580586	5083169309446148209	28	34453685010072459	1469971976474	1	59.5	20.5	7	1	4654	1	13	146.5	1	1	1331.5	824.5	2512	10132	14797	349	1	1	6843963171864976598	1	1	1	100	1
