c_02	c_1	c_2	n_1	n_2	c_3	c_4	c_5	n_3	c_6	t_1	n_4	n_5	n_6	n_7	n_8	n_9	n_10	n_11	n_12	n_13	n_14
15638032038586142376	14771401151246747869	13901004155893269414	183.298	77.1723	14517956278061141080	9805379075566995561	3027499780234405913	1	14771401151246747869	1473133275395	2.5	101.5	44.5	85	2012.5	1	1	20.5	11.5	1	1
9046312250455222849	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
9943483325425141665	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
16014985603983433749	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
13897403365913235489	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
15199194287382576606	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
15702513400391911960	34453685010072459	6147898467921649504	-94.4372	67.9602	1423236297704959971	NaN	5656685945142785391	34	14771401151246747869	1455542061370	2.5	1555	20.5	55	215.5	7	91	2176	151	38.5	1
11408680533198884728	14771401151246747869	11319403370857952873	156.413	48.2239	5489281863165211764	11666915786961068307	3027499780234405913	38.5	6843963171864976598	1459563989284	2.5	134.5	46	125.5	11017	1	1	2839	13	10	1
3330978119865287655	14771401151246747869	4619779255378358970	156.976	43.8988	2077672961909568615	2037390466755551494	9203211364990347262	29.5	6843963171864976598	1463703363322	2.5	508	86.5	460	231686	1	272.5	14384.5	74.5	59.5	1
10161257597791742918	34453685010072459	9277968723048509975	173.442	49.0409	15625989968720022051	4147176458338310417	16574518080761652174	28	6843963171864976598	1465292615330	2.5	1904.5	476.5	299.5	100100	5.5	35.5	367374	151	298	1
6381227195202062803	34453685010072459	7265916326799606203	1	1	12855404259964902474	2553846166234290786	3027499780234405913	1	6843963171864976598	1482036506456	2.5	7984	67	66389.5	15841	4	58	200854	151	17779	1
313801810749262463	34453685010072459	1352739278300797637	175.136	60.899	6220772307398391706	13871198517152104089	8146055994240252581	1	14771401151246747869	1482651177468	2.5	500.5	305.5	5120.5	2462.5	58	4433.5	2645.5	68.5	2743	1
14809249880253650031	14771401151246747869	15694656548661744051	230.713	-40.462	11451095090321655540	15630999787903080217	8419018787446269782	46	6843963171864976598	1483481951273	2.5	95.5	62.5	179.5	284.5	1	58	236.5	14.5	1	1
11505809862823022312	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
7358820316715519749	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
1163378321639768330	34453685010072459	3875281194045982152	183.165	47.8539	7728751497385427149	NaN	5656685945142785391	35.5	14771401151246747869	1457592934300	2.5	2815	4	26447.5	428.5	22	19	39007	151	1613.5	7
3414161900200154747	14771401151246747869	8286680241381910257	181.644	55.4117	17465306663676244936	8561984154757826993	3027499780234405913	34	14771401151246747869	1459251680300	2.5	1267	98.5	466	3874	2.5	68.5	7931.5	151	1340.5	1
16380812956911803983	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
2182756289670281548	34453685010072459	6744551217456641875	181.864	46.0168	9071431613809298736	NaN	5656685945142785391	1	6843963171864976598	1466858083278	2.5	2276.5	1	764.5	58861	1	4	27305.5	151	307	1
15273081369863078877	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
4041257314164134244	14771401151246747869	8078119291475276680	173.939	56.3478	1935582376639911659	16874085304234683492	9203211364990347262	37	14771401151246747869	1481823719217	2.5	1385.5	667	1171	2329	4	179.5	674.5	70	175	1
5550161407372439507	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
5309048080161018912	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
7273396064550534106	34453685010072459	10211136965740185639	181.769	50.1892	17674040394491592727	11953734877868871953	8494060603423735195	37	6843963171864976598	1428828742246	2.5	428.5	86.5	7589.5	12910	35.5	533.5	2677	58	1381	5.5
10379378990647906763	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
9213007531241981516	34453685010072459	7265916326799606203	170.359	43.3077	7687270607181570080	NaN	5656685945142785391	1	6843963171864976598	1459131661140	2.5	233.5	7	275.5	478	1	1	751	62.5	1	1
3344281972851498694	34453685010072459	10211136965740185639	1	1	17276576774814478585	12626219658751117533	5656685945142785391	35.5	14771401151246747869	1459651658476	2.5	52541.5	22	244	63602.5	1	7	633488	151	1	1
13348747913816749973	34453685010072459	7638001807695707609	175.591	52.6241	3190197479433434066	345555973046907024	5656685945142785391	35.5	14771401151246747869	1462335158105	2.5	91	22	40	310	2.5	1	181	10	1	1
2922585039229365611	14771401151246747869	6813215934978550004	179.69	56.0563	18124316522908287676	15772866199656610978	5656685945142785391	31	6843963171864976598	1463593358369	2.5	1187.5	925	169	8446	1	1	2770	151	2.5	1
7782619875573983955	34453685010072459	7043682116681850869	177.082	59.4852	17206023593600067121	11058795760867858417	9203211364990347262	1	6843963171864976598	1464447804300	2.5	1082.5	227.5	3047.5	1750	125.5	6818.5	683.5	56.5	43	1
12359699533796971324	34453685010072459	17089004857331286805	188.944	66.8149	2484761860878820743	5670906970630349367	16256945696872958129	32.5	6843963171864976598	1470783475416	2.5	323.5	13	26.5	302.5	28	251.5	847	38.5	356.5	1
3672016585190393975	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
8771239347721333422	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
11292768050013815315	34453685010072459	14598088572018628957	156.415	55.9902	16119886518435264805	9995847261086977122	5083169309446148209	31	6843963171864976598	1472632012313	2.5	419.5	445	281.5	19	1	1	85	23.5	1	1
16034054959340761783	34453685010072459	6962981300303808989	189.549	67.7547	2484761860878820743	18251273382617590893	8146055994240252581	32.5	6843963171864976598	1475018261474	2.5	35.5	4	22	3287.5	1	10	16	5.5	1	1
15268611863396705980	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
8041436815689589071	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
16305633765473610569	14771401151246747869	7450735245033720970	120.831	62.024	15269012993848206518	8730898003012621500	16256945696872958129	1	6843963171864976598	1486127652269	2.5	56.5	43	8.5	5644	1	103	8.5	2.5	1	1
17407635317395389446	34453685010072459	4847428649827872616	188.267	68.6406	4408661226289912183	13871198517152104089	5083169309446148209	31	6843963171864976598	1486720683124	2.5	160	359.5	115	23.5	47.5	392.5	473.5	10	1	1
15599059241755681324	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
5930784396769338244	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
7993387564768635975	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
18149087517763638541	34453685010072459	7265916326799606203	176.537	55.9806	8368477156682922943	7412476580897337143	5656685945142785391	37	14771401151246747869	1455709938157	2.5	2323	41.5	1	844	1	1	1844.5	103	1	1
11146035180966027981	34453685010072459	17126842118739999496	182.329	47.407	1499740313067042920	NaN	9203211364990347262	1	6843963171864976598	1459253233250	2.5	299.5	13	43	1	1	1	17.5	7	1	1
14626103318030124745	14771401151246747869	8286680241381910257	181.97	47.9877	12855404259964902474	9995847261086977122	16244310678531341320	35.5	6843963171864976598	1462262575371	2.5	13	4	8.5	91	1	16	8.5	2.5	1	1
409076959365565467	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
584210760690940727	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
5852561066058326090	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
15804114229020470823	34453685010072459	12952811903422411247	189.548	67.8202	2484761860878820743	4947549168970771844	16256945696872958129	1	6843963171864976598	1483885537487	2.5	230.5	8.5	851.5	94	1	1	619	20.5	1	1
5413828384016795942	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
12595314716216822515	34453685010072459	8286680241381910257	171.368	43.0599	7687270607181570080	2113087454122014078	9203211364990347262	110.5	6843963171864976598	1467010577475	2.5	311.5	73	125.5	12910	2.5	700	577	22	116.5	1
14822690690229284548	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
12454508884123872047	34453685010072459	3659863142344469883	1	1	13301720600350218719	NaN	5656685945142785391	1	6843963171864976598	1477809631313	2.5	578.5	85	1025.5	1501	2.5	17.5	5177.5	151	1829.5	1
9687805286825872186	34453685010072459	8286680241381910257	189.098	68.1417	2484761860878820743	18251273382617590893	5083169309446148209	28	6843963171864976598	1483765430152	2.5	22	2.5	151	98.5	1	1	131.5	5.5	1	1
3092991738515626377	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
11009764423361534190	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
10500301845321635031	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
9071807954077226944	34453685010072459	3659863142344469883	190.06	65.4235	3806027004690197823	9315233864303683580	5656685945142785391	32.5	6843963171864976598	1457328139344	2.5	1910.5	173.5	59.5	30905.5	1	25	116666	151	1	1
9926277719239657836	34453685010072459	3875281194045982152	1	1	7495849461286170116	NaN	5656685945142785391	1	6843963171864976598	1459406967397	2.5	3734.5	16	4691.5	4.40829e+06	16	220	409524	151	41084.5	32.5
15366443481860233436	34453685010072459	7638001807695707609	183.138	47.748	7728751497385427149	6486231215547827399	5656685945142785391	41.5	6843963171864976598	1470885807210	2.5	53.5	10	662.5	8.5	1	5.5	406	16	91	1
10963503134476339341	34453685010072459	3746585986441617543	178.373	37.9949	17188042325796387627	NaN	5656685945142785391	1	6843963171864976598	1472875763139	2.5	293.5	7	68.5	290.5	71.5	452.5	398.5	80.5	13	1
14475399333740215172	34453685010072459	3875281194045982152	160.972	41.0376	12012497998227712295	13941580923878329612	5656685945142785391	34	6843963171864976598	1479986119229	2.5	2186.5	20.5	4756	8.5	1	1	914.5	83.5	1	1
15860885748435238848	34453685010072459	7265916326799606203	172.076	35.0902	15327303923343906653	NaN	5656685945142785391	1	6843963171864976598	1484154639442	2.5	19	4	91	8.5	1	1	50.5	8.5	1	1
2313617787168884921	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
7664606311502626046	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
4991503172825638482	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
12313928380571050	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
8041151158445787876	34453685010072459	6744551217456641875	115.01	60.1782	7685069979219340590	8460208998734832223	3027499780234405913	28	6843963171864976598	1457963255283	2.5	2273.5	239.5	43	5786.5	1	1	1801	151	56.5	1
12575911765165677538	14771401151246747869	645805385508973343	164.532	52.3408	4994850094228056084	8597423942596510645	7941305549320701127	35.5	6843963171864976598	1460379817385	2.5	316	1265.5	119.5	2528.5	1	128.5	76	17.5	1	1
3287876162840242107	34453685010072459	11050615065465248202	169.623	59.9844	9558421879539015311	NaN	3027499780234405913	1	6843963171864976598	1462518908403	2.5	1304.5	1208.5	2840.5	5.5	1	1	637	116.5	1	1
5115317752476608659	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
12443890451938641127	34453685010072459	645805385508973343	186.303	63.4425	17285744326937793943	NaN	18039304162397308428	1	6843963171864976598	1488964693271	2.5	1	4	1	8.5	1	1	1	1	1	1
14850565134023250353	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
11292884609786755828	14771401151246747869	8738673263059797313	178.964	48.8553	13511053462217847232	6486231215547827399	3027499780234405913	1	6843963171864976598	1460281994374	2.5	110.5	185.5	1	43439.5	1	1	451	4	1	1
18312217375755813417	14771401151246747869	7265916326799606203	181.392	46.3275	7821691606952319426	412128607081322653	8494060603423735195	35.5	6843963171864976598	1462891175369	2.5	109	64	7	3031	1	1	1354	25	1	1
2517490022329685649	34453685010072459	10042331214081538537	164.715	52.4897	4994850094228056084	8597423942596510645	16256945696872958129	28	14771401151246747869	1477143669389	2.5	6551.5	1	724	25651	16	32.5	15085	151	491.5	1
1772724425027852199	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
15124827627792614006	34453685010072459	12874693476953429540	179.955	60.4527	8246800423513151869	NaN	9203211364990347262	34	6843963171864976598	1442639175308	2.5	760	487	26.5	1	56.5	1573	350.5	8.5	2.5	1
6118351611368807092	14771401151246747869	11288093536452953984	176.214	60.9338	13983803425652018616	35449646366330138	8146055994240252581	46	6843963171864976598	1443055692197	2.5	220	85	31	218672	1	5.5	31	2.5	1	1
271473819737400888	14771401151246747869	5081243325421637396	132.425	66.6959	7431924554772899137	7860320755551139794	8080533469335952745	31	6843963171864976598	1451751611376	2.5	118	155.5	245.5	683.5	1	1	190	7	1	1
5145775814145732681	34453685010072459	7265916326799606203	169.867	41.3749	8417876269788095378	NaN	5656685945142785391	44.5	6843963171864976598	1462473275101	2.5	410.5	380.5	10	1	16	5.5	8.5	4	1	1
13457068038091205284	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
7112050482211764299	34453685010072459	196881150166146685	175.908	54.1139	11227386205850981012	15430400393687658108	9203211364990347262	1	6843963171864976598	1470407360467	2.5	58	2.5	119.5	8.5	1	1	46	13	1	1
7954859833211315168	14771401151246747869	8410501586956965497	181.389	48.4687	4420317783970329551	11261401698403513030	9203211364990347262	31	6843963171864976598	1483694688364	2.5	133	476.5	52	428.5	1	35.5	44.5	8.5	23.5	1
8241199820727867302	34453685010072459	17645194506355745051	177.861	56.5091	2094941078847954051	1066413941480268369	16256945696872958129	28	6843963171864976598	1489493022419	2.5	41.5	11.5	374.5	1	4	46	163	11.5	322	1
1757474141250266250	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
10588796816625761055	14771401151246747869	8178708201372312213	176.583	55.9763	8368477156682922943	NaN	17664491804826521914	46	6843963171864976598	1426760632469	2.5	14.5	20.5	1	1	11.5	190	1	1	1	1
11274665914258689026	34453685010072459	3659863142344469883	175.15	60.8559	6220772307398391706	13871198517152104089	5656685945142785391	32.5	6843963171864976598	1455552997348	2.5	9023.5	26.5	12935.5	238110	1	1	384474	151	1	1
10197268259126783982	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
7149394653658031729	34453685010072459	16020623782118324895	155.175	38.506	774505192503637382	10322154264777745440	5656685945142785391	38.5	6843963171864976598	1461238505376	2.5	83.5	1	7	1013.5	1	1	164.5	10	1	1
16938209204256059666	14771401151246747869	1359662190990386857	164.505	52.5041	4994850094228056084	9805379075566995561	16244310678531341320	25	14771401151246747869	1464765713103	2.5	91	451	62.5	2407	1	40	134.5	14.5	1	1
215810659962336355	14771401151246747869	9844990978358373399	181.358	48.4303	4420317783970329551	NaN	17380934457458174105	1	6843963171864976598	1471762645193	2.5	337	128.5	170.5	294782	1	4	5333.5	32.5	1	1
3069930681263881187	34453685010072459	10467070217667796302	170.336	43.1846	7687270607181570080	NaN	8494060603423735195	1	6843963171864976598	1471966013137	2.5	170.5	2.5	107.5	1	92.5	1052.5	106	4	1	1
2811713697087288545	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
1129093198604727600	34453685010072459	8410501586956965497	177.649	51.6299	7956306945921279260	10535954191384696709	7941305549320701127	1	6843963171864976598	1475824616375	2.5	61	22	13	1	10	88	13	2.5	1	1
10350762273872654698	34453685010072459	13901004155893269414	173.827	55.8223	10199864769168044432	9405212627820793890	16244310678531341320	1	6843963171864976598	1477738139190	2.5	173.5	16	610	17.5	1	1	374.5	28	1	1
12357621442525723808	34453685010072459	10518631106994074780	188.963	66.8834	2484761860878820743	NaN	17205422938347258315	1	6843963171864976598	1487203360122	2.5	7	2.5	7	1	1	2.5	7	2.5	7	1
14055060663344349980	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
9190916975897417007	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
14344755655681849248	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
11536721386156439859	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
11551677123325460780	14771401151246747869	1541693693450053211	164.357	52.35	4994850094228056084	14809773994507654988	8080533469335952745	40	14771401151246747869	1454220948199	2.5	58	77.5	29.5	2645.5	8.5	203.5	25	4	1	1
3214857813411716894	14771401151246747869	10211136965740185639	-133.237	59.7253	5107767800322127046	15547720619566231198	5656685945142785391	35.5	14771401151246747869	1455171470422	2.5	427	28	215.5	211976	1	2.5	12001	101.5	1	1
5988206840350128786	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
14575359640830412395	14771401151246747869	10211136965740185639	175.609	60.8731	6220772307398391706	13871198517152104089	5656685945142785391	32.5	6843963171864976598	1456986159368	2.5	376	2258.5	1	316519	1	35.5	121	14.5	1	1
13993989493705272680	34453685010072459	3746585986441617543	175.606	60.9867	6220772307398391706	13871198517152104089	5656685945142785391	1	34453685010072459	1459263343284	2.5	73862.5	23.5	38173	252469	14.5	1703.5	778156	151	127466	35.5
4730150208428301184	34453685010072459	6596180833090593378	183.169	47.3626	7728751497385427149	1016692821735992243	9203211364990347262	1	14771401151246747869	1462409574320	2.5	362.5	80.5	19	100	4	8.5	811	55	1	1
3764106922694292721	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
9633827658445903675	34453685010072459	6786087198600974901	189.747	67.2364	2484761860878820743	NaN	8494060603423735195	1	6843963171864976598	1482854283195	2.5	65.5	25	215.5	505	2.5	2.5	526	14.5	205	1
11710182918969329357	34453685010072459	15581449471719456830	164.542	43.6784	9635603008648383983	14805553423432444691	8494060603423735195	1	6843963171864976598	1485943248201	2.5	145	34	317.5	1	1	7	1570	23.5	32.5	1
18026620780765936790	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
6828352697382340240	34453685010072459	4327320840796792320	175.619	48.2209	8378108768452697267	15316689738187232527	5656685945142785391	29.5	14771401151246747869	1460801083450	2.5	2315.5	88	367	18821.5	1	2.5	11681.5	151	5.5	1
13301679351446165045	14771401151246747869	7516262377331005804	170.582	35.5683	6306913683848874426	NaN	3027499780234405913	1	6843963171864976598	1461760719166	2.5	1	7	1	1	1	1	1	1	1	1
