c_02	n_1	n_2	n_3	n_4	n_5	n_6	n_7	n_8	n_9
16482054605526915222	1	1	1	1	1	1	1	1	1
9900244061899348939	1	1	1	1	1	1	1	1	1
4484725404697354473	1	1	1	1	1	1	1	1	1
17359678354640750937	490303	46	171740	41120.5	41450.5	235994	12884.5	1	1
11635344448671005932	1	1	1	1	1	1	1	1	1
10757861031514291730	1	1	1	1	1	1	1	1	1
7374259419416541343	1	1	1	1	1	1	1	1	1
9086675833788761948	1	1	1	1	1	1	1	1	1
3159632075912860831	32.5	2.5	1	1	32.5	1	1	1	1
7901250600241909796	605.5	2.5	605.5	1	1	1	13	1	1
10180606976545559232	110998	59.5	1	32216.5	26713	52070.5	1771	1	1
16259388513656046435	16747	7	1	1	15281.5	1466.5	44.5	1	1
15098974154483756660	1	1	1	1	1	1	1	1	1
7843514160216071194	289998	74.5	1	186108	98146	5746	5198.5	1	1
10623594736413748987	2197	19	1	86.5	1075	1037.5	1	1	1
17718135445491813885	1	1	1	1	1	1	1	1	1
1618768142609570950	1	1	1	1	1	1	1	1	1
12530044728132273358	1	1	1	1	1	1	1	1	1
5074371847604137951	83230	26.5	1	9401.5	57668.5	16162	1	1	1
8051704757203485437	1	1	1	1	1	1	1	1	1
11538498736235825883	1	1	1	1	1	1	1	1	1
15174217292562643363	1	1	1	1	1	1	1	1	1
7393810971223323955	233.5	5.5	1	1	233.5	1	1	1	1
8579699399044557623	1	1	1	1	1	1	1	1	1
7715358050491333913	1	1	1	1	1	1	1	1	1
17605329322020335557	1	1	1	1	1	1	1	1	1
182623924243561921	20407	41.5	1	442	10909	9058	10	1	1
17184315243388686337	25946.5	23.5	4691.5	4018	1	17239	1	1	1
1526557731789967682	1	1	1	1	1	1	1	1	1
14446780854825938202	1	1	1	1	1	1	1	1	1
222100684433754272	1	1	1	1	1	1	1	1	1
5815768093893951185	1	1	1	1	1	1	1	1	1
15876149780469756634	1	1	1	1	1	1	1	1	1
11317955079378504843	333276	71.5	25684	4451.5	36326.5	266816	12503.5	1	1
5599885856870276433	41879.5	127	4028.5	3703	14212	19939	277	1	1
8801995857987098349	73153	74.5	1	11773	28073.5	33308.5	77.5	1	1
12755336707178224024	1	1	1	1	1	1	1	1	1
5843866114816227536	1	1	1	1	1	1	1	1	1
8069249926836013561	1	1	1	1	1	1	1	1	1
13642485673252694056	1	1	1	1	1	1	1	1	1
9542784566986725546	104647	25	1	1	80906.5	23741.5	4142.5	1	1
9469207264254182855	925	2.5	1	1	1	925	1	1	1
18074355219458875987	9656.5	16	1	6025	2524	1109.5	35.5	1	1
16985719180881629038	1	1	1	1	1	1	1	1	1
9735101389119235184	2555.5	5.5	1	1	1321	1235.5	11.5	1	1
11392147752839142974	1	1	1	1	1	1	1	1	1
18144654855664124600	178014	200.5	3572.5	73886.5	69098.5	31459	1184.5	1	1
12495759852377572300	1	1	1	1	1	1	1	1	1
5935710375603347669	1	1	1	1	1	1	1	1	1
4697809359274746495	24038.5	59.5	1	122.5	12238	11680	46	1	1
10729598400721289311	20969.5	19	1	5906.5	1	15064	161.5	1	1
10239748085150538651	809.5	13	106	704.5	1	1	4	1	1
7728426719419219496	18862	44.5	1	3445	14045.5	1373.5	104.5	1	1
10898404270943669666	531386	340	40643.5	11249.5	157417	322080	12160	1	1
10913825129744959980	72523	35.5	5738.5	1	3874	62912.5	3736	1	1
10198116441669099230	1	1	1	1	1	1	1	1	1
12865777954617138183	121381	139	1	25798	27268	68317	664	1	1
11153014710294152098	1	1	1	1	1	1	1	1	1
7496335981441640244	239.5	4	1	1	109	131.5	1	1	1
474335733759139878	878.5	2.5	1	1	1	878.5	1	1	1
2634675859787550976	1318	5.5	1	1100.5	1	218.5	1	1	1
7441369234066127319	1	1	1	1	1	1	1	1	1
6564813193386041186	14090.5	83.5	1	1018	3026.5	10048	13	1	1
16584397532055136700	1	1	1	1	1	1	1	1	1
6844072863291527052	229	2.5	1	1	1	229	1	1	1
8718284244583894863	1472.5	5.5	1	1	1	1472.5	2.5	1	1
17703961106988181140	21791.5	19	6869.5	1	946	13978	1	1	1
14919238637925205675	13471	29.5	1	1	3002.5	10469.5	55	1	1
14756416378172800469	1	1	1	1	1	1	1	1	1
10428731769584517705	1	1	1	1	1	1	1	1	1
8626331451275623346	1	1	1	1	1	1	1	1	1
15212139556947789795	450834	74.5	9362.5	94256.5	82153	265064	6136	1	1
15043808804349950602	1	1	1	1	1	1	1	1	1
12204490785401102958	356497	76	27466	8336.5	25399	295298	18844	1	1
13089184574088926409	7159	11.5	5717.5	1	1	1442.5	1	1	1
17530639225472990805	12008.5	16	1	1	6926.5	5083	463	1	1
9058252973511545637	1	1	1	1	1	1	1	1	1
11241224183179454688	1	1	1	1	1	1	1	1	1
7635088341563215975	1	1	1	1	1	1	1	1	1
810938003137892954	1	1	1	1	1	1	1	1	1
9265659080172618405	1	1	1	1	1	1	1	1	1
6227835869249677790	1	1	1	1	1	1	1	1	1
916279348487907734	325	2.5	1	1	1	325	1	1	1
6410332547210120734	1	1	1	1	1	1	1	1	1
16633682699401489793	814266	116.5	148420	1	199038	466810	19466.5	1	1
5889322422541426776	14782	14.5	1	1	3310	11473	1	1	1
14196502725862187057	1	1	1	1	1	1	1	1	1
2783255017127225457	1	1	1	1	1	1	1	1	1
7701905143408186952	1	1	1	1	1	1	1	1	1
82104143358472522	1	1	1	1	1	1	1	1	1
8111314620745627670	4375	11.5	1	1	916	3460	16	1	1
6015555150166903140	1	1	1	1	1	1	1	1	1
9850910486603986078	1	1	1	1	1	1	1	1	1
14452142942225248261	401665	92.5	70645	2356	132259	196408	8603.5	1	1
2584227026977889530	1	1	1	1	1	1	1	1	1
533060514373892082	158731	58	27517	15380.5	58525	57311.5	1654	1	1
9572606476802468076	1	1	1	1	1	1	1	1	1
11247961330276030248	11716	11.5	6622	1	1	5095	17.5	1	1
2818322986381116778	620653	121	249283	64345	139609	167419	9292	1	1
8817703881978746060	1	1	1	1	1	1	1	1	1
4453794101017470824	1	1	1	1	1	1	1	1	1
9974909407688721130	1	1	1	1	1	1	1	1	1
4921180421751208025	2821	2.5	1	1	1	2821	1	1	1
869338454485305973	1	1	1	1	1	1	1	1	1
4929147628057606564	1	1	1	1	1	1	1	1	1
9474035604077411137	1	1	1	1	1	1	1	1	1
3658400513912854540	1	1	1	1	1	1	1	1	1
9690152744776840395	1	1	1	1	1	1	1	1	1
15719694816503896557	1	1	1	1	1	1	1	1	1
4008926943237374247	1	1	1	1	1	1	1	1	1
12822752198115950256	1169.5	7	1169.5	1	1	1	2.5	1	1
3364277694766587693	5155	5.5	1	1	652	4504	13	1	1
6827245907129588297	11836	31	7004.5	1612	3206.5	16	1	1	1
7913616599468594829	16867	4	1	11873.5	4994.5	1	353.5	1	1
15212089227367261839	183438	64	1	1	135577	47861.5	5771.5	1	1
15664746573057057409	4097.5	16	3610	1	49	440.5	41.5	1	1
16498626396965225228	1	1	1	1	1	1	1	1	1
14114007370539506445	186188	157	1	26710	22087	137394	1106.5	1	1
11544010408124640263	3566.5	11.5	1	3100	256	212.5	1	1	1
11267604534314161857	1	1	1	1	1	1	1	1	1
6858563300135900755	1	1	1	1	1	1	1	1	1
16697752511498356248	1	1	1	1	1	1	1	1	1
948009238681377346	1	1	1	1	1	1	1	1	1
11861123179010693913	1	1	1	1	1	1	1	1	1
13572063331885495345	178	2.5	1	1	1	178	1	1	1
381798073088482411	50161	95.5	10021	4832.5	28991.5	6319	635.5	1	1
6990296007421967994	115	2.5	115	1	1	1	1	1	1
11558513037354722457	21113.5	34	1	10	2509	18596.5	116.5	1	1
430906946003729608	3308.5	8.5	1	1	2480.5	829	1	1	1
1506802503656743490	32383	11.5	32383	1	1	1	50.5	1	1
11803908344190415780	410584	368.5	29504.5	114788	120097	146197	7342	1	1
581778800657398082	106812	121	272.5	9074.5	22990	74477.5	695.5	1	1
14708745531799989433	1	1	1	1	1	1	1	1	1
17104336051441185296	1	1	1	1	1	1	1	1	1
4186269403823710082	24761.5	68.5	2902	1	9181	12680.5	244	1	1
16629906172611597596	1	1	1	1	1	1	1	1	1
15684189054326035296	1	1	1	1	1	1	1	1	1
17324394464238240120	238	2.5	1	1	1	238	1	1	1
4713050995605876722	1	1	1	1	1	1	1	1	1
18393535825229802623	1	1	1	1	1	1	1	1	1
66609843721541853	1	1	1	1	1	1	1	1	1
9459181909581388521	47527	50.5	23038	14150.5	6764.5	3577	121	1	1
16237028013559089255	10871.5	16	3857.5	869.5	2260	3887.5	161.5	1	1
1746145717827564722	397	2.5	397	1	1	1	1	1	1
10461106922773632493	7204	14.5	1	1930	4022.5	1253.5	340	1	1
5655494546071534210	2752	5.5	1	2305	448	1	1	1	1
1380211966291765903	1	1	1	1	1	1	1	1	1
10448985730187100948	1	1	1	1	1	1	1	1	1
16768442042089841535	1	1	1	1	1	1	1	1	1
5679386641587615468	1	1	1	1	1	1	1	1	1
6527621419678595073	13787.5	13	1	5737	2837.5	5215	1	1	1
11243187520680789489	694482	215.5	68876.5	123940	173200	328468	8378.5	1	1
6651911225936963130	7931.5	16	1	1	3140.5	4792	34	1	1
15985566570964144715	633396	83.5	1	28045	179022	426331	19078	1	1
2889841775140686556	166519	97	11081.5	30539.5	54803.5	70097.5	3907	1	1
2625390204852248854	170761	112	127	19025.5	74180.5	77431	4108	1	1
11480410159957647434	94292.5	104.5	9710.5	1558	52729	30298	197.5	1	1
16063201982814113128	215346	52	1	41387.5	65621.5	108338	7328.5	1	1
9184649174755030271	36170.5	20.5	1	1	4795	31376.5	710.5	1	1
12789503612319214547	37660	50.5	1	13	22640.5	15008.5	77.5	1	1
10727989243303980461	3718	4	1	1	3718	1	50.5	1	1
5458812386425173205	1	1	1	1	1	1	1	1	1
11192213457552972648	1	1	1	1	1	1	1	1	1
18171129971662144709	1	1	1	1	1	1	1	1	1
14914972239031641953	1	1	1	1	1	1	1	1	1
10762382647985633065	13	2.5	1	1	1	13	1	1	1
7629946351400454042	41960.5	32.5	1	1	21604	20357.5	197.5	1	1
13917044472060134561	1	1	1	1	1	1	1	1	1
111156138102406645	650578	193	118092	11675.5	177250	343564	22771	1	1
2838754338742429833	1	1	1	1	1	1	1	1	1
5884861156211498901	226006	131.5	42836.5	15275.5	10681	157216	5054.5	1	1
17351920528866685137	118792	26.5	6209.5	1	103021	9563.5	6404.5	1	1
4270847344913904808	9649	29.5	2536	1	404.5	6710.5	1	1	1
4402994159961665545	18485.5	11.5	1	1	2063.5	16423	1	1	1
15885645965172424288	1	1	1	1	1	1	1	1	1
11078653920022336780	1	1	1	1	1	1	1	1	1
4626141314296139750	200190	50.5	16580.5	5909.5	36923.5	140779	8569	1	1
16399120373077065820	1	1	1	1	1	1	1	1	1
10482840000352376483	2848	13	119.5	1	2261.5	469	80.5	1	1
6519706261385039415	35530	52	1	1648	596.5	33287.5	367	1	1
9625832628057819648	1	1	1	1	1	1	1	1	1
12267983356621946140	1	1	1	1	1	1	1	1	1
5089370864862901276	18751	13	1	1	5224	13528	2.5	1	1
17616661514672642559	1	1	1	1	1	1	1	1	1
14231131482948890638	106160	107.5	1	18542.5	74276.5	13343.5	619	1	1
9135193278891609748	1	1	1	1	1	1	1	1	1
6301866554791819019	402994	142	69524.5	84701.5	157092	91679.5	4154.5	1	1
13414675978044068271	3682	10	1	1186	2185	313	1	1	1
4177260047814685915	1	1	1	1	1	1	1	1	1
5608057257929425224	1	1	1	1	1	1	1	1	1
15937967942138962784	1	1	1	1	1	1	1	1	1
6998772102359897424	27877	26.5	1	7657	20081.5	140.5	107.5	1	1
12576483196625252687	17750.5	16	1	17750.5	1	1	1	1	1
14875734190578383773	10315	19	1	1015	311.5	8990.5	37	1	1
10994437456269233294	7613.5	8.5	1	5047	2567.5	1	14.5	1	1
2879678082924546005	1	1	1	1	1	1	1	1	1
6432144412174718186	10097.5	8.5	1	5291.5	4807	1	374.5	1	1
13880642479063544374	1	1	1	1	1	1	1	1	1
7599489526252971633	216122	97	1	104326	57394	54404.5	3613	1	1
17317765421804805869	1	1	1	1	1	1	1	1	1
14362173490522845455	415	7	352	1	1	64	1	1	1
7891246694545950964	1	1	1	1	1	1	1	1	1
13104023533932437757	17.5	2.5	1	1	17.5	1	1	1	1
3513782672740177028	1	1	1	1	1	1	1	1	1
9469467044946963465	1	1	1	1	1	1	1	1	1
5652977677938092658	1	1	1	1	1	1	1	1	1
2822818632818190848	1	1	1	1	1	1	1	1	1
7363565577978825187	54839.5	58	608.5	7931.5	16349.5	29953	383.5	1	1
7498183330274805855	6277	16	1	1	361	5917	16	1	1
18104460973259926809	196140	89.5	15467.5	100183	80273.5	218.5	713.5	1	1
10778653399250923747	16075	17.5	1	1	2755	13321	548.5	1	1
10996961076774993221	231649	65.5	104791	34780	73240	18841	2555.5	1	1
33966274618802149	62884	149.5	19363	17321.5	10765	15437.5	23.5	1	1
13551488766923622494	10862.5	14.5	1	758.5	7925.5	2180.5	10	1	1
1016014999317536202	51403	38.5	1	40	15238	36127	851.5	1	1
13821315428845815396	1	1	1	1	1	1	1	1	1
16760753410917599021	1	1	1	1	1	1	1	1	1
14994808395161426158	1	1	1	1	1	1	1	1	1
11373159600314206927	1	1	1	1	1	1	1	1	1
17790271448275889744	1	1	1	1	1	1	1	1	1
4072820639193924301	133282	74.5	35441.5	55330	6101.5	36412	2957.5	1	1
7724928247030997741	14393.5	23.5	10717	1499.5	997	1183	62.5	1	1
4133972584733115226	1	1	1	1	1	1	1	1	1
6949714681667808744	16828	37	1	4793.5	7862.5	4174	28	1	1
12971185989518904055	37358.5	49	1	3016	2885.5	31459	64	1	1
8318536568577057776	2572	5.5	1	1	1102	1471	2.5	1	1
291522530468575928	7277.5	31	1	458.5	5906.5	914.5	1	1	1
3970360267571450018	1	1	1	1	1	1	1	1	1
13786027947583667296	1	1	1	1	1	1	1	1	1
17915864429355663456	34934.5	92.5	1	6959.5	19423	8554	188.5	1	1
16992485961367937277	9196	35.5	1	923.5	5998	2276.5	1	1	1
7452305628136258972	136854	83.5	1	30641.5	15335.5	90878.5	2395	1	1
17256999725633908428	28756	47.5	1	3716.5	9824.5	15217	116.5	1	1
17127252491209761612	37975	37	2206	5551	7039	23182	487	1	1
12498602995668968944	1	1	1	1	1	1	1	1	1
15537019268722321559	1	1	1	1	1	1	1	1	1
7980292563294147215	246697	167.5	10096	36403	36310	163891	3649	1	1
880923349752857046	1	1	1	1	1	1	1	1	1
10565786092171738060	1	1	1	1	1	1	1	1	1
3280552790410849957	1	1	1	1	1	1	1	1	1
8537355161518664872	779.5	2.5	1	1	1	779.5	1	1	1
6355096355904307750	16741	20.5	1	2195.5	2840.5	11707	325	1	1
9305164559426411072	1	1	1	1	1	1	1	1	1
4379997433122282720	37106.5	28	1	623.5	22468	14017	65.5	1	1
5551533199277917663	1	1	1	1	1	1	1	1	1
4341280058602935490	1	1	1	1	1	1	1	1	1
4036042419299560545	1	1	1	1	1	1	1	1	1
9590068397675815369	1	1	1	1	1	1	1	1	1
13394534356805075188	1	1	1	1	1	1	1	1	1
3251458606102688807	8342.5	11.5	85	1	2261.5	5998	292	1	1
16144105051567242701	10846	10	1	3973	6874	1	1	1	1
5128216718930906668	4691.5	8.5	1	1	4073.5	619	29.5	1	1
6017936479794934744	1954	2.5	1	1	1	1954	1	1	1
7018031051884031089	1	1	1	1	1	1	1	1	1
17239786888658418386	1	1	1	1	1	1	1	1	1
304215357545199236	1	1	1	1	1	1	1	1	1
14071703705427880016	1	1	1	1	1	1	1	1	1
10009379002891487952	18445	22	1	8038	10408	1	85	1	1
6119023396285117486	356.5	2.5	1	1	356.5	1	1	1	1
7345294012067383298	91852	40	1	37	26.5	91790.5	3524.5	1	1
7519473303599791774	131428	37	14548	1	35411.5	81470.5	4040.5	1	1
17447340104939098616	1	1	1	1	1	1	1	1	1
4284194358163438130	1	1	1	1	1	1	1	1	1
8167316468726962479	13528	25	97	1	7897	5536	7	1	1
11915106349616910441	1	1	1	1	1	1	1	1	1
3319673116105481613	25718.5	62.5	1	5918.5	18241	1561	13	1	1
8399469872858038068	1	1	1	1	1	1	1	1	1
16284101585663267462	1	1	1	1	1	1	1	1	1
12674740815299329177	87545.5	151	749.5	10111	45842.5	30845.5	1240	1	1
17794603957104667433	1	1	1	1	1	1	1	1	1
14726372337555920453	1	1	1	1	1	1	1	1	1
3932138885924971762	1	1	1	1	1	1	1	1	1
13659520876536914623	1	1	1	1	1	1	1	1	1
7381230172440398722	65930.5	35.5	763	19988.5	12485.5	32696.5	316	1	1
2811130240710990816	1	1	1	1	1	1	1	1	1
11036029783572926833	218005	106	1141	1394.5	24293.5	191179	4139.5	1	1
7131147787489399425	63086.5	26.5	24785.5	1	12679	25624	857.5	1	1
15519312642878217928	1	1	1	1	1	1	1	1	1
16524969086604774340	1	1	1	1	1	1	1	1	1
12053910027933373773	1	1	1	1	1	1	1	1	1
12345428656376962100	1	1	1	1	1	1	1	1	1
16947232882901218505	1	1	1	1	1	1	1	1	1
16139841451780877456	1	1	1	1	1	1	1	1	1
3266348749794733740	114164	26.5	39826	1240	13367.5	59734	152.5	1	1
1654201935341494208	2693.5	13	1	28	2242	425.5	73	1	1
5421013024068850567	139650	97	3760	23230	25004.5	87658	1064.5	1	1
2346438804180870387	42179.5	73	106	16252	16462	9362.5	1	1	1
1409815520257361575	3505	5.5	1	1	1480	2026	1	1	1
11782967793330023057	6671.5	5.5	1	388	5338	947.5	1	1	1
7460077787671651351	1	1	1	1	1	1	1	1	1
16494492781680603181	14332	10	1	1	10007.5	4325.5	349	1	1
6148333253133172170	1	1	1	1	1	1	1	1	1
5887606148423529023	1	1	1	1	1	1	1	1	1
13279678810433311858	1	1	1	1	1	1	1	1	1
18348606134685726713	1	1	1	1	1	1	1	1	1
12220204583096090431	3803.5	11.5	1	199	184	3422.5	1	1	1
17695709331807274000	1	1	1	1	1	1	1	1	1
6363280290994730787	66005.5	46	25943.5	533.5	9466	30065.5	1241.5	1	1
16311617958766106272	1	1	1	1	1	1	1	1	1
5764199708012912636	1	1	1	1	1	1	1	1	1
13973622030780065681	1	1	1	1	1	1	1	1	1
8019953236429358919	1520.5	5.5	1	1	1433.5	88	1	1	1
9721805547931546310	22385.5	31	1	2509	1646.5	18232	16	1	1
8233547503807357837	24832	80.5	1	4871.5	8983	10979.5	1	1	1
5143914154329022058	161.5	2.5	1	161.5	1	1	2.5	1	1
9494594750896566048	86588.5	34	1	41591.5	30074.5	14924.5	1408	1	1
5763166836659051560	1	1	1	1	1	1	1	1	1
16929677904384079913	1	1	1	1	1	1	1	1	1
2152723885961427984	17543.5	23.5	1	949	2008	14588.5	136	1	1
16655271072591267637	1	1	1	1	1	1	1	1	1
3194717765106966156	1	1	1	1	1	1	1	1	1
17025220646859109269	1	1	1	1	1	1	1	1	1
3890356711715138777	7325.5	10	1327	2408.5	2711.5	881.5	1	1	1
7294331704799691939	1	1	1	1	1	1	1	1	1
16542945088316432223	22232.5	19	163	13522	3040	5510.5	725.5	1	1
6614341087847461114	1	1	1	1	1	1	1	1	1
14081417576858630322	17822.5	20.5	1	1	6989.5	10834	59.5	1	1
11607045295260665924	6764.5	28	676	1	3326.5	2764	1	1	1
17002391834528746009	1	1	1	1	1	1	1	1	1
743745987949567115	591992	164.5	1	98635	258655	234704	17197	1	1
9806632171588004612	145	4	1	1	1	145	1	1	1
13992762410277382549	206918	340	25100.5	49339	59188	73294	1175.5	1	1
1963023397448996857	2843.5	7	1	1	1	2843.5	14.5	1	1
15818263176631854220	1	1	1	1	1	1	1	1	1
18281966840783316811	1	1	1	1	1	1	1	1	1
13955214161073762826	2597.5	7	1	1	497.5	2101	1	1	1
7725702352681019198	1	1	1	1	1	1	1	1	1
8571005863638437811	1	1	1	1	1	1	1	1	1
9541058548237816444	152.5	2.5	1	1	1	152.5	1	1	1
8034836477397419487	1570	10	1	1435	22	115	26.5	1	1
14384696040188490983	1	1	1	1	1	1	1	1	1
13473131441090701063	1	1	1	1	1	1	1	1	1
15604986706499179228	8980	5.5	4369	4612	1	1	446.5	1	1
6265624144286095854	1885	7	1	1	1358.5	527.5	17.5	1	1
7635043656842992364	137.5	4	1	1	137.5	1	1	1	1
10814843639952018085	763	2.5	1	1	763	1	1	1	1
12994288553622164168	1	1	1	1	1	1	1	1	1
12684808387336024198	994	2.5	1	1	994	1	1	1	1
14623921602526220546	1	1	1	1	1	1	1	1	1
7859036272160880805	10064.5	32.5	1	6257.5	3658	151	109	1	1
15254305303237922450	1	1	1	1	1	1	1	1	1
4544805578595716034	1	1	1	1	1	1	1	1	1
13269645901984172461	48460	16	1	20183.5	22489	5789.5	1493.5	1	1
13786003573956836024	19222	43	1	791.5	13648	4784.5	1	1	1
15875573245508028911	1	1	1	1	1	1	1	1	1
9677945977684963746	943	4	1	1	943	1	1	1	1
1801431999810370137	64123	44.5	16912	10369	7658.5	29186.5	1214.5	1	1
2077604877156627870	1	1	1	1	1	1	1	1	1
377925854195126306	1	1	1	1	1	1	1	1	1
1973123012092633355	7100.5	13	116.5	1	5903.5	1082.5	43	1	1
3958880015676204197	30877	23.5	5491	1	14620	10768	1	1	1
2990819200303074180	1	1	1	1	1	1	1	1	1
18195176352934267723	1	1	1	1	1	1	1	1	1
10108059012636738913	129883	149.5	1	54374.5	26581	48929.5	1943.5	1	1
6801595401127166576	1	1	1	1	1	1	1	1	1
8779585364911749097	1	1	1	1	1	1	1	1	1
14485134489792817834	1	1	1	1	1	1	1	1	1
8787986122258970221	6749.5	7	1	3401.5	1	3349	1	1	1
13745229844491363118	2347	5.5	1	1	1	2347	1	1	1
5810429428187301735	1576	4	1	1	1	1576	1	1	1
11632546992652571610	80768.5	34	1	31171	48257.5	1342	2914	1	1
4052545196465279856	6068.5	23.5	1	1165	3751	1154.5	4	1	1
17115463493231193872	25	2.5	1	25	1	1	1	1	1
980839878231814108	1	1	1	1	1	1	1	1	1
12905755594558329384	869.5	5.5	1	1	869.5	1	1	1	1
13106657947867404338	61111	97	1	4411	33601	23101	5.5	1	1
14359900997836242270	1	1	1	1	1	1	1	1	1
14818732159483289053	1	1	1	1	1	1	1	1	1
4957960617881358536	1	1	1	1	1	1	1	1	1
8758129167191804277	1	1	1	1	1	1	1	1	1
14231286068189361561	1	1	1	1	1	1	1	1	1
5785596141504431653	1	1	1	1	1	1	1	1	1
972352016439587545	261500	70	1	76666	72977.5	111859	4861	1	1
3093625597635065562	56192.5	113.5	268	5785	14222.5	35920	601	1	1
4319295406602036056	791.5	5.5	1	1	791.5	1	1	1	1
14539423807777547390	1	1	1	1	1	1	1	1	1
7415664777152339656	1	1	1	1	1	1	1	1	1
9108772446705658922	30119.5	70	61	2857	9679	17525.5	4	1	1
17627484993176350140	4829.5	7	1	2677	1	2153.5	16	1	1
3900790135148059135	23.5	4	1	10	1	14.5	1	1	1
14922690182610363841	1	1	1	1	1	1	1	1	1
17778749905497198050	1	1	1	1	1	1	1	1	1
15664053546089235616	1	1	1	1	1	1	1	1	1
3055800312340316155	1	1	1	1	1	1	1	1	1
10344573069632525742	1	1	1	1	1	1	1	1	1
15942747716494624504	1	1	1	1	1	1	1	1	1
1717813192801066285	1	1	1	1	1	1	1	1	1
10562555164404257091	1	1	1	1	1	1	1	1	1
5524566382557929551	29168.5	46	1	1	5743	23426.5	689.5	1	1
16991879252739664024	307	4	1	1	1	307	5.5	1	1
5482020584383849172	130270	107.5	8411.5	34169.5	46007.5	41684.5	1678	1	1
7444211236464785280	20906.5	16	1	8636.5	11012.5	1259.5	10	1	1
7283871373126855437	1	1	1	1	1	1	1	1	1
15588506819018956766	1	1	1	1	1	1	1	1	1
8962521871284755626	1	1	1	1	1	1	1	1	1
17686479970923606440	1	1	1	1	1	1	1	1	1
10598657175972528016	119.5	4	1	1	1	119.5	1	1	1
17905298095993345571	29549.5	26.5	1	1765	2254	25532.5	542.5	1	1
9992212117682472284	1	1	1	1	1	1	1	1	1
5583760918513798019	649	5.5	1	1	649	1	1	1	1
6508643984064346267	1	1	1	1	1	1	1	1	1
7604605859208265880	337	4	1	1	337	1	1	1	1
14528485210710841123	35825.5	40	290.5	4	2230	33304	1	1	1
13216363208590222712	1	1	1	1	1	1	1	1	1
17064833001369219958	1	1	1	1	1	1	1	1	1
9978843418085077412	1	1	1	1	1	1	1	1	1
7797867743873062318	1	1	1	1	1	1	1	1	1
11155561497486418643	24877	20.5	320.5	6148	9565	8846.5	307	1	1
17760241763893209744	1	1	1	1	1	1	1	1	1
6022950119185893372	182.5	4	1	1	1	182.5	2.5	1	1
13668771135914703757	132634	77.5	1	3889	39958	88789	398.5	1	1
12863656387010996282	1	1	1	1	1	1	1	1	1
15699641967121251934	2426.5	4	1	1	2426.5	1	1	1	1
5671893259725896454	565	7	1	1	1	565	13	1	1
4459471660172600348	1	1	1	1	1	1	1	1	1
8957580696792899043	11167	25	6100	1	1199.5	3869.5	418	1	1
10128111428268873566	18539.5	28	3970	3598	1	10973.5	127	1	1
9014873141009142500	1	1	1	1	1	1	1	1	1
16575194475301266174	1	1	1	1	1	1	1	1	1
18041978233017443393	1	1	1	1	1	1	1	1	1
8554699195405411518	1	1	1	1	1	1	1	1	1
14949130648435794949	159913	70	19712.5	3508	51599.5	85096	3397	1	1
4867907400987644172	65210.5	28	3217	808	6139	55049.5	2048.5	1	1
12186964459578523022	1478.5	2.5	1478.5	1	1	1	1	1	1
2465058890065266411	54529	47.5	1	20617	20696.5	13217.5	848.5	1	1
15144141658938097603	1117	7	1	1	1	1117	1	1	1
5924918316924088596	27611.5	65.5	388	5534.5	11966.5	9725.5	214	1	1
997138005780604581	1	1	1	1	1	1	1	1	1
8776310465028900720	1	1	1	1	1	1	1	1	1
15191139555885694295	5072.5	7	1	4855	218.5	1	131.5	1	1
4182561980660314935	3877	16	598	1	368.5	2912.5	2.5	1	1
1101496174294550917	36446.5	91	1820.5	704.5	13267	20657.5	14.5	1	1
10553365028364561110	47150.5	154	6169	27736	10487.5	2761	154	1	1
5418255326245016424	140174	136	1	32861.5	50611	56704	2513.5	1	1
16658034832797069942	1	1	1	1	1	1	1	1	1
1945215188045528507	1145.5	4	1	580	1	566.5	1	1	1
4547751301541565448	12781	127	1	197.5	12157	428.5	166	1	1
507622219107529245	20368	40	8093.5	241	4121.5	7915	10	1	1
5134817422553664948	1	1	1	1	1	1	1	1	1
6550934608096895443	54679	62.5	10969	2216.5	7384	34112.5	770.5	1	1
3694547332659950918	3494.5	5.5	1	1	1	3494.5	1	1	1
16522894419877845975	1	1	1	1	1	1	1	1	1
17480122477471353668	1	1	1	1	1	1	38.5	1	1
11353303750072491827	5645.5	11.5	1	671.5	4975	1	85	1	1
7394748073965292003	96979	46	1	5065	45110.5	46805.5	427	1	1
5779085959186175805	1	1	1	1	1	1	1	1	1
119873959033182584	1	1	1	1	1	1	1	1	1
654239720397087956	1145.5	17.5	1	338.5	541	268	1	1	1
6323573096799220535	750259	130	651042	87878.5	550	10792	33523	1	1
13759496099928806146	54910	28	20246.5	1	1	34664.5	19	1	1
10212677607307539576	1	1	1	1	1	1	1	1	1
2186478311775948933	45254.5	53.5	17738.5	1	4954	22564	611.5	1	1
6648974153833067227	5686	11.5	1	1	2140	3547	1	1	1
12554876575148247855	346210	55	8132.5	1	1	338078	10573	1	1
5797153598307462876	1	1	1	1	1	1	1	1	1
1384310990528354825	392742	154	71615.5	64042	49684	207403	5449	1	1
4512003840188407290	1	1	1	1	1	1	1	1	1
2049591262317289766	1	1	1	1	1	1	1	1	1
16224100931856990199	1	1	1	1	1	1	1	1	1
8364186490151272426	1	1	1	1	1	1	1	1	1
8218552060988865528	1247.5	8.5	223	871	1	155.5	4	1	1
16811642965821637692	198256	109	40873	23525.5	56614	77246.5	2212	1	1
12654536929631015642	1	1	1	1	1	1	1	1	1
